,Age,Gender,Education Level,Job Title,Years of Experience,Salary
1545,38,1.0,3.0,Senior Software Engineer,10.0,155000
1546,27,1.0,2.0,Front end Developer,2.0,70000
1547,54,1.0,4.0,Software Engineer Manager,17.0,195000
1548,31,1.0,3.0,Senior Software Engineer,7.0,140000
1549,32,1.0,3.0,Back end Developer,6.0,130000
1550,38,2.0,3.0,Back end Developer,10.0,155000
1551,51,1.0,4.0,Software Engineer Manager,16.0,190000
1552,28,1.0,2.0,Front end Developer,2.0,70000
1553,27,1.0,2.0,Front end Developer,3.0,80000
1554,43,1.0,4.0,Senior Project Engineer,13.0,185000
1555,27,2.0,3.0,Full Stack Engineer,3.0,100000
1556,49,1.0,4.0,Software Engineer Manager,15.0,185000
1557,48,1.0,4.0,Senior Project Engineer,16.0,190000
1558,31,1.0,3.0,Senior Project Engineer,7.0,135000
1559,40,2.0,4.0,Senior Software Engineer,12.0,160000
1560,24,1.0,2.0,Front end Developer,1.0,55000
1561,27,1.0,2.0,Front end Developer,3.0,80000
1562,42,1.0,4.0,Senior Software Engineer,14.0,170000
1563,24,2.0,2.0,Front end Developer,1.0,55000
1564,28,2.0,2.0,Front end Developer,3.0,80000
1565,43,1.0,4.0,Senior Project Engineer,13.0,185000
1566,31,1.0,3.0,Full Stack Engineer,7.0,140000
1567,43,1.0,4.0,Software Engineer Manager,13.0,180000
1568,27,2.0,3.0,Back end Developer,2.0,70000
1569,49,1.0,4.0,Software Engineer Manager,15.0,185000
1570,48,1.0,4.0,Senior Project Engineer,16.0,190000
1571,31,1.0,3.0,Senior Project Engineer,6.0,125000
1572,40,1.0,4.0,Senior Software Engineer,12.0,160000
1573,36,1.0,3.0,Senior Software Engineer,8.0,140000
1574,54,1.0,4.0,Software Engineer Manager,17.0,195000
1575,27,1.0,2.0,Front end Developer,2.0,70000
1576,28,1.0,2.0,Front end Developer,2.0,70000
1577,44,1.0,3.0,Senior Project Engineer,11.0,170000
1578,43,1.0,4.0,Senior Project Engineer,13.0,185000
1579,54,1.0,4.0,Software Engineer Manager,17.0,195000
1580,32,1.0,3.0,Back end Developer,6.0,130000
1581,38,1.0,3.0,Senior Software Engineer,10.0,155000
1582,49,1.0,4.0,Software Engineer Manager,15.0,185000
1583,27,1.0,2.0,Front end Developer,3.0,80000
1584,54,1.0,4.0,Software Engineer Manager,17.0,195000
1585,31,1.0,3.0,Senior Project Engineer,7.0,135000
1586,24,1.0,2.0,Back end Developer,1.0,55000
1587,48,1.0,4.0,Senior Project Engineer,16.0,190000
1588,27,2.0,3.0,Back end Developer,2.0,70000
1589,43,1.0,4.0,Senior Project Engineer,13.0,185000
1590,44,1.0,3.0,Senior Project Engineer,11.0,170000
1591,37,1.0,3.0,Senior Software Engineer,9.0,150000
1592,56,1.0,4.0,Software Engineer Manager,17.0,195000
1593,28,1.0,2.0,Front end Developer,2.0,70000
1594,54,1.0,4.0,Software Engineer Manager,17.0,195000
1595,31,1.0,3.0,Senior Project Engineer,6.0,125000
1596,49,1.0,4.0,Software Engineer Manager,15.0,185000
1597,54,1.0,4.0,Software Engineer Manager,17.0,195000
1598,27,1.0,2.0,Front end Developer,3.0,80000
1599,42,1.0,4.0,Senior Software Engineer,14.0,170000
1600,38,1.0,3.0,Senior Software Engineer,10.0,155000
1601,43,1.0,4.0,Senior Project Engineer,13.0,185000
1602,27,1.0,2.0,Front end Developer,2.0,70000
1603,31,1.0,3.0,Full Stack Engineer,7.0,140000
1604,54,1.0,4.0,Software Engineer Manager,17.0,195000
1605,36,1.0,3.0,Senior Software Engineer,8.0,140000
1606,27,2.0,3.0,Back end Developer,2.0,70000
1607,49,1.0,4.0,Software Engineer Manager,15.0,185000
1608,48,1.0,4.0,Senior Project Engineer,16.0,190000
1609,31,1.0,3.0,Senior Project Engineer,7.0,135000
1610,40,2.0,4.0,Senior Software Engineer,12.0,160000
1611,24,1.0,2.0,Front end Developer,1.0,55000
1612,27,1.0,2.0,Front end Developer,3.0,80000
1613,43,1.0,4.0,Senior Project Engineer,13.0,185000
1614,27,2.0,3.0,Full Stack Engineer,3.0,100000
1615,49,1.0,4.0,Software Engineer Manager,15.0,185000
1616,48,1.0,4.0,Senior Project Engineer,16.0,190000
1617,31,1.0,3.0,Senior Project Engineer,6.0,125000
1618,40,1.0,4.0,Senior Software Engineer,12.0,160000
1619,36,1.0,3.0,Senior Software Engineer,8.0,140000
1620,54,1.0,4.0,Software Engineer Manager,17.0,195000
1621,27,1.0,2.0,Front end Developer,2.0,70000
1622,28,1.0,2.0,Front end Developer,2.0,70000
1623,44,1.0,3.0,Senior Project Engineer,11.0,170000
1624,43,1.0,4.0,Senior Project Engineer,13.0,185000
1625,54,1.0,4.0,Software Engineer Manager,17.0,195000
1626,32,1.0,3.0,Back end Developer,6.0,130000
1627,38,1.0,3.0,Senior Software Engineer,10.0,155000
1628,49,1.0,4.0,Software Engineer Manager,15.0,185000
1629,27,1.0,2.0,Front end Developer,3.0,80000
1630,54,1.0,4.0,Software Engineer Manager,17.0,195000
1631,31,1.0,3.0,Senior Project Engineer,7.0,135000
1632,24,1.0,2.0,Back end Developer,1.0,55000
1633,48,1.0,4.0,Senior Project Engineer,16.0,190000
1634,27,2.0,3.0,Back end Developer,2.0,70000
1635,43,1.0,4.0,Senior Project Engineer,13.0,185000
1636,44,1.0,3.0,Senior Project Engineer,11.0,170000
1637,37,1.0,3.0,Senior Software Engineer,9.0,150000
1638,56,1.0,4.0,Software Engineer Manager,17.0,195000
1639,28,1.0,2.0,Front end Developer,2.0,70000
1640,54,1.0,4.0,Software Engineer Manager,17.0,195000
1641,31,1.0,3.0,Senior Project Engineer,6.0,125000
1642,49,1.0,4.0,Software Engineer Manager,15.0,185000
1643,54,1.0,4.0,Software Engineer Manager,17.0,195000
1644,27,1.0,2.0,Front end Developer,3.0,80000
1645,42,1.0,4.0,Senior Software Engineer,14.0,170000
1646,38,1.0,3.0,Senior Software Engineer,10.0,155000
1647,36,1.0,2.0,Front end Developer,7.0,120000
1648,29,2.0,3.0,Back end Developer,3.0,90000
1649,41,2.0,4.0,Software Engineer Manager,14.0,180000
1650,33,1.0,2.0,Full Stack Engineer,7.0,130000
1651,42,1.0,4.0,Senior Software Engineer,12.0,170000
1652,28,1.0,2.0,Back end Developer,2.0,70000
1653,55,1.0,4.0,Software Engineer Manager,18.0,210000
1654,26,2.0,3.0,Front end Developer,1.0,55000
1655,47,1.0,4.0,Senior Project Engineer,16.0,190000
1656,44,2.0,4.0,Software Engineer Manager,11.0,165000
1657,30,1.0,3.0,Full Stack Engineer,5.0,105000
1658,39,2.0,3.0,Senior Software Engineer,11.0,160000
1659,32,1.0,2.0,Front end Developer,6.0,110000
1660,50,1.0,4.0,Software Engineer Manager,17.0,195000
1661,27,1.0,2.0,Back end Developer,3.0,85000
1662,46,1.0,4.0,Senior Project Engineer,14.0,180000
1663,25,2.0,2.0,Front end Developer,1.0,55000
1664,43,1.0,4.0,Senior Project Engineer,13.0,185000
1665,35,1.0,2.0,Back end Developer,8.0,140000
1666,29,2.0,3.0,Back end Developer,3.0,90000
1667,40,2.0,4.0,Senior Software Engineer,12.0,160000
1668,35,1.0,2.0,Full Stack Engineer,8.0,145000
1669,41,1.0,4.0,Senior Project Engineer,13.0,185000
1670,30,1.0,3.0,Full Stack Engineer,5.0,105000
1671,33,1.0,2.0,Front end Developer,6.0,110000
1672,55,1.0,4.0,Software Engineer Manager,18.0,210000
1673,26,2.0,3.0,Front end Developer,1.0,55000
1674,47,1.0,4.0,Senior Project Engineer,16.0,190000
1675,44,2.0,4.0,Software Engineer Manager,11.0,165000
1676,30,1.0,3.0,Full Stack Engineer,5.0,105000
1677,39,2.0,3.0,Senior Software Engineer,11.0,160000
1678,32,1.0,2.0,Front end Developer,6.0,110000
1679,50,1.0,4.0,Software Engineer Manager,17.0,195000
1680,27,1.0,2.0,Back end Developer,3.0,85000
1681,46,1.0,4.0,Senior Project Engineer,14.0,180000
1682,25,2.0,2.0,Front end Developer,1.0,55000
1683,43,1.0,4.0,Senior Project Engineer,13.0,185000
1684,35,1.0,2.0,Back end Developer,8.0,140000
1685,29,2.0,3.0,Back end Developer,3.0,90000
1686,40,2.0,4.0,Senior Software Engineer,12.0,160000
1687,35,1.0,2.0,Full Stack Engineer,8.0,145000
1688,41,1.0,4.0,Senior Project Engineer,13.0,185000
1689,30,1.0,3.0,Full Stack Engineer,5.0,105000
1690,33,1.0,2.0,Front end Developer,6.0,110000
1691,55,1.0,4.0,Software Engineer Manager,18.0,210000
1692,26,2.0,3.0,Front end Developer,1.0,55000
1693,47,1.0,4.0,Senior Project Engineer,16.0,190000
1694,44,2.0,4.0,Software Engineer Manager,11.0,165000
1695,30,1.0,3.0,Full Stack Engineer,5.0,105000
1696,39,2.0,3.0,Senior Software Engineer,11.0,160000
1697,32,1.0,2.0,Front end Developer,6.0,110000
1698,50,1.0,4.0,Software Engineer Manager,17.0,195000
1699,27,1.0,2.0,Back end Developer,3.0,85000
1700,46,1.0,4.0,Senior Project Engineer,14.0,180000
1701,25,2.0,2.0,Front end Developer,1.0,55000
1702,43,1.0,4.0,Senior Project Engineer,13.0,185000
1703,35,1.0,2.0,Back end Developer,8.0,140000
1704,29,2.0,3.0,Back end Developer,3.0,90000
1705,40,2.0,4.0,Senior Software Engineer,12.0,160000
1706,35,1.0,2.0,Full Stack Engineer,8.0,145000
1707,41,1.0,4.0,Senior Project Engineer,13.0,185000
1708,30,1.0,3.0,Full Stack Engineer,5.0,105000
1709,33,1.0,2.0,Front end Developer,6.0,110000
1710,55,1.0,4.0,Software Engineer Manager,18.0,210000
1711,26,2.0,3.0,Front end Developer,1.0,55000
1712,47,1.0,4.0,Senior Project Engineer,16.0,190000
1713,44,2.0,4.0,Software Engineer Manager,11.0,165000
1714,30,1.0,3.0,Full Stack Engineer,5.0,105000
1715,39,2.0,3.0,Senior Software Engineer,11.0,160000
1716,32,1.0,2.0,Front end Developer,6.0,110000
1717,50,1.0,4.0,Software Engineer Manager,17.0,195000
1718,27,1.0,2.0,Back end Developer,3.0,85000
1719,46,1.0,4.0,Senior Project Engineer,14.0,180000
1720,25,2.0,2.0,Front end Developer,1.0,55000
1721,43,1.0,4.0,Senior Project Engineer,13.0,185000
1722,35,1.0,2.0,Back end Developer,8.0,140000
1723,29,2.0,3.0,Back end Developer,3.0,90000
1724,40,2.0,4.0,Senior Software Engineer,12.0,160000
1725,35,1.0,2.0,Full Stack Engineer,8.0,145000
1726,41,1.0,4.0,Senior Project Engineer,13.0,185000
1727,30,1.0,3.0,Full Stack Engineer,5.0,105000
1728,33,1.0,2.0,Front end Developer,6.0,110000
1729,55,1.0,4.0,Software Engineer Manager,18.0,210000
1730,26,2.0,3.0,Front end Developer,1.0,55000
1731,47,1.0,4.0,Senior Project Engineer,16.0,190000
1732,44,2.0,4.0,Software Engineer Manager,11.0,165000
1733,30,1.0,3.0,Full Stack Engineer,5.0,105000
1734,39,2.0,3.0,Senior Software Engineer,11.0,160000
1735,32,1.0,2.0,Front end Developer,6.0,110000
1736,50,1.0,4.0,Software Engineer Manager,17.0,195000
1737,27,1.0,2.0,Back end Developer,3.0,85000
1738,46,1.0,4.0,Senior Project Engineer,14.0,180000
1739,25,2.0,2.0,Front end Developer,1.0,55000
1740,43,1.0,4.0,Senior Project Engineer,13.0,185000
1741,35,1.0,2.0,Back end Developer,8.0,140000
1742,29,2.0,3.0,Back end Developer,3.0,90000
1743,40,2.0,4.0,Senior Software Engineer,12.0,160000
1744,35,1.0,2.0,Full Stack Engineer,8.0,145000
1745,41,1.0,4.0,Senior Project Engineer,13.0,185000
1746,30,1.0,3.0,Full Stack Engineer,5.0,105000
1747,33,1.0,2.0,Front end Developer,6.0,110000
1748,55,1.0,4.0,Software Engineer Manager,18.0,210000
1749,26,2.0,3.0,Front end Developer,1.0,55000
1750,47,1.0,4.0,Senior Project Engineer,16.0,190000
1751,44,2.0,4.0,Software Engineer Manager,11.0,165000
1752,30,1.0,3.0,Full Stack Engineer,5.0,105000
1753,39,2.0,3.0,Senior Software Engineer,11.0,160000
1754,32,1.0,2.0,Front end Developer,6.0,110000
1755,50,1.0,4.0,Software Engineer Manager,17.0,195000
1756,27,1.0,2.0,Back end Developer,3.0,85000
1757,46,1.0,4.0,Senior Project Engineer,14.0,180000
1758,25,2.0,2.0,Front end Developer,1.0,55000
1759,43,1.0,4.0,Senior Project Engineer,13.0,185000
1760,35,1.0,2.0,Back end Developer,8.0,140000
1761,29,2.0,3.0,Back end Developer,3.0,90000
1762,40,2.0,4.0,Senior Software Engineer,12.0,160000
1763,35,1.0,2.0,Full Stack Engineer,8.0,145000
1764,41,1.0,4.0,Senior Project Engineer,13.0,185000
1765,30,1.0,3.0,Full Stack Engineer,5.0,105000
1766,33,1.0,2.0,Front end Developer,6.0,110000
1767,55,1.0,4.0,Software Engineer Manager,18.0,210000
1768,31,1.0,2.0,Front end Developer,6.0,115000
1769,42,2.0,3.0,Software Engineer Manager,13.0,170000
1770,27,2.0,2.0,Back end Developer,3.0,80000
1771,51,1.0,4.0,Senior Project Engineer,19.0,200000
1772,34,2.0,3.0,Full Stack Engineer,7.0,130000
1773,38,1.0,2.0,Software Engineer Manager,11.0,155000
1774,29,1.0,2.0,Front end Developer,5.0,105000
1775,43,2.0,4.0,Senior Project Engineer,14.0,190000
1776,36,1.0,3.0,Back end Developer,8.0,140000
1777,48,1.0,4.0,Software Engineer Manager,16.0,185000
1778,35,2.0,2.0,Full Stack Engineer,8.0,145000
1779,30,2.0,3.0,Front end Developer,4.0,90000
1780,50,1.0,4.0,Senior Project Engineer,18.0,195000
1781,29,1.0,2.0,Back end Developer,4.0,95000
1782,41,1.0,3.0,Software Engineer Manager,13.0,170000
1783,33,2.0,2.0,Full Stack Engineer,6.0,115000
1784,45,1.0,4.0,Senior Project Engineer,16.0,185000
1785,28,2.0,2.0,Front end Developer,2.0,65000
1786,39,2.0,3.0,Software Engineer Manager,12.0,160000
1787,30,1.0,2.0,Back end Developer,5.0,100000
1788,46,1.0,4.0,Senior Project Engineer,15.0,180000
1789,25,2.0,2.0,Front end Developer,1.0,55000
1790,42,1.0,4.0,Software Engineer Manager,14.0,190000
1791,31,1.0,2.0,Full Stack Engineer,6.0,115000
1792,49,2.0,4.0,Senior Project Engineer,17.0,195000
1793,36,1.0,3.0,Back end Developer,9.0,150000
1794,33,2.0,2.0,Full Stack Engineer,6.0,115000
1795,45,1.0,4.0,Software Engineer Manager,16.0,185000
1796,28,2.0,2.0,Front end Developer,2.0,65000
1797,39,2.0,3.0,Software Engineer Manager,12.0,160000
1798,30,1.0,2.0,Back end Developer,5.0,100000
1799,46,1.0,4.0,Senior Project Engineer,15.0,180000
1800,25,2.0,2.0,Front end Developer,1.0,55000
1801,42,1.0,4.0,Software Engineer Manager,14.0,190000
1802,31,1.0,2.0,Full Stack Engineer,6.0,115000
1803,49,2.0,4.0,Senior Project Engineer,17.0,195000
1804,36,1.0,3.0,Back end Developer,9.0,150000
1805,33,2.0,2.0,Full Stack Engineer,6.0,115000
1806,45,1.0,4.0,Software Engineer Manager,16.0,185000
1807,28,2.0,2.0,Front end Developer,2.0,65000
1808,39,2.0,3.0,Software Engineer Manager,12.0,160000
1809,30,1.0,2.0,Back end Developer,5.0,100000
1810,46,1.0,4.0,Senior Project Engineer,15.0,180000
1811,25,2.0,2.0,Front end Developer,1.0,55000
1812,42,1.0,4.0,Software Engineer Manager,14.0,190000
1813,31,1.0,2.0,Full Stack Engineer,6.0,115000
1814,49,2.0,4.0,Senior Project Engineer,17.0,195000
1815,36,1.0,3.0,Back end Developer,9.0,150000
1816,33,2.0,2.0,Full Stack Engineer,6.0,115000
1817,45,1.0,4.0,Software Engineer Manager,16.0,185000
1818,28,2.0,2.0,Front end Developer,2.0,65000
1819,39,2.0,3.0,Software Engineer Manager,12.0,160000
1820,30,1.0,2.0,Back end Developer,5.0,100000
1821,46,1.0,4.0,Senior Project Engineer,15.0,180000
1822,25,2.0,2.0,Front end Developer,1.0,55000
1823,42,1.0,4.0,Software Engineer Manager,14.0,190000
1824,31,1.0,2.0,Full Stack Engineer,6.0,115000
1825,49,2.0,4.0,Senior Project Engineer,17.0,195000
1826,36,1.0,3.0,Back end Developer,9.0,150000
1827,33,2.0,2.0,Full Stack Engineer,6.0,115000
1828,45,1.0,4.0,Software Engineer Manager,16.0,185000
1829,28,2.0,2.0,Front end Developer,2.0,65000
1830,39,2.0,3.0,Software Engineer Manager,12.0,160000
1831,30,1.0,2.0,Back end Developer,5.0,100000
1832,46,1.0,4.0,Senior Project Engineer,15.0,180000
1833,25,2.0,2.0,Front end Developer,1.0,55000
1834,42,1.0,4.0,Software Engineer Manager,14.0,190000
1835,31,1.0,2.0,Full Stack Engineer,6.0,115000
1836,49,2.0,4.0,Senior Project Engineer,17.0,195000
1837,36,1.0,3.0,Back end Developer,9.0,150000
1838,33,2.0,2.0,Full Stack Engineer,6.0,115000
1839,45,1.0,4.0,Software Engineer Manager,16.0,185000
1840,28,2.0,2.0,Front end Developer,2.0,65000
1841,39,2.0,3.0,Software Engineer Manager,12.0,160000
1842,30,1.0,2.0,Back end Developer,5.0,100000
1843,46,1.0,4.0,Senior Project Engineer,15.0,180000
1844,25,2.0,2.0,Front end Developer,1.0,55000
1845,42,1.0,4.0,Software Engineer Manager,14.0,190000
1846,31,1.0,2.0,Full Stack Engineer,6.0,115000
1847,49,2.0,4.0,Senior Project Engineer,17.0,195000
1848,36,1.0,3.0,Back end Developer,9.0,150000
1849,33,2.0,2.0,Full Stack Engineer,6.0,115000
1850,45,1.0,4.0,Software Engineer Manager,16.0,185000
1851,28,2.0,2.0,Front end Developer,2.0,65000
1852,39,2.0,3.0,Software Engineer Manager,12.0,160000
1853,30,1.0,2.0,Back end Developer,5.0,100000
1854,46,1.0,4.0,Senior Project Engineer,15.0,180000
1855,25,2.0,2.0,Front end Developer,1.0,55000
1856,42,1.0,4.0,Software Engineer Manager,14.0,190000
1857,31,1.0,2.0,Full Stack Engineer,6.0,115000
1858,49,2.0,4.0,Senior Project Engineer,17.0,195000
1859,36,1.0,3.0,Back end Developer,9.0,150000
1860,33,2.0,2.0,Full Stack Engineer,6.0,115000
1861,45,1.0,4.0,Software Engineer Manager,16.0,185000
1862,28,2.0,2.0,Front end Developer,2.0,65000
1863,39,2.0,3.0,Software Engineer Manager,12.0,160000
1864,30,1.0,2.0,Back end Developer,5.0,100000
1865,46,1.0,4.0,Senior Project Engineer,15.0,180000
1866,25,2.0,2.0,Front end Developer,1.0,55000
1867,42,1.0,4.0,Software Engineer Manager,14.0,190000
1868,31,1.0,2.0,Full Stack Engineer,6.0,115000
1869,49,2.0,4.0,Senior Project Engineer,17.0,195000
1870,36,1.0,3.0,Back end Developer,9.0,150000
1871,33,2.0,2.0,Full Stack Engineer,6.0,115000
1872,45,1.0,4.0,Software Engineer Manager,16.0,185000
1873,28,2.0,2.0,Front end Developer,2.0,65000
1874,39,2.0,3.0,Software Engineer Manager,12.0,160000
1875,30,1.0,2.0,Back end Developer,5.0,100000
1876,46,1.0,4.0,Senior Project Engineer,15.0,180000
1877,25,2.0,2.0,Front end Developer,1.0,55000
1878,42,1.0,4.0,Software Engineer Manager,14.0,190000
1879,31,1.0,2.0,Full Stack Engineer,6.0,115000
1880,49,2.0,4.0,Senior Project Engineer,17.0,195000
1881,36,1.0,3.0,Back end Developer,9.0,150000
1882,33,2.0,2.0,Full Stack Engineer,6.0,115000
1883,45,1.0,4.0,Software Engineer Manager,16.0,185000
1884,28,2.0,2.0,Front end Developer,2.0,65000
1885,39,2.0,3.0,Software Engineer Manager,12.0,160000
1886,30,1.0,2.0,Back end Developer,5.0,100000
1887,46,1.0,4.0,Senior Project Engineer,15.0,180000
1888,25,2.0,2.0,Front end Developer,1.0,550
1889,29,1.0,2.0,Front end Developer,4.0,90000
1890,40,2.0,3.0,Software Engineer Manager,12.0,160000
1891,27,2.0,2.0,Back end Developer,3.0,80000
1892,50,1.0,4.0,Senior Project Engineer,18.0,195000
1893,33,2.0,3.0,Full Stack Engineer,6.0,115000
1894,37,1.0,2.0,Software Engineer Manager,10.0,150000
1895,28,1.0,2.0,Front end Developer,2.0,65000
1896,44,2.0,4.0,Senior Project Engineer,14.0,190000
1897,35,1.0,3.0,Back end Developer,8.0,140000
1898,47,1.0,4.0,Software Engineer Manager,16.0,185000
1899,34,2.0,2.0,Full Stack Engineer,7.0,130000
1900,31,2.0,3.0,Front end Developer,5.0,105000
1901,51,1.0,4.0,Senior Project Engineer,19.0,200000
1902,30,1.0,2.0,Back end Developer,5.0,100000
1903,42,1.0,3.0,Software Engineer Manager,13.0,170000
1904,33,2.0,2.0,Full Stack Engineer,6.0,115000
1905,45,1.0,4.0,Senior Project Engineer,16.0,185000
1906,29,2.0,2.0,Front end Developer,4.0,90000
1907,39,2.0,3.0,Software Engineer Manager,12.0,160000
1908,27,1.0,2.0,Back end Developer,3.0,80000
1909,49,1.0,4.0,Senior Project Engineer,17.0,195000
1910,32,2.0,3.0,Full Stack Engineer,6.0,115000
1911,36,1.0,2.0,Software Engineer Manager,8.0,135000
1912,27,1.0,2.0,Front end Developer,2.0,65000
1913,43,2.0,4.0,Senior Project Engineer,14.0,190000
1914,34,1.0,3.0,Back end Developer,8.0,140000
1915,46,1.0,4.0,Software Engineer Manager,16.0,185000
1916,33,2.0,2.0,Full Stack Engineer,7.0,130000
1917,30,2.0,3.0,Front end Developer,5.0,105000
1918,50,1.0,4.0,Senior Project Engineer,19.0,200000
1919,30,1.0,2.0,Back end Developer,5.0,100000
1920,42,1.0,3.0,Software Engineer Manager,13.0,170000
1921,33,2.0,2.0,Full Stack Engineer,6.0,115000
1922,45,1.0,4.0,Senior Project Engineer,16.0,185000
1923,29,2.0,2.0,Front end Developer,4.0,90000
1924,39,2.0,3.0,Software Engineer Manager,12.0,160000
1925,27,1.0,2.0,Back end Developer,3.0,80000
1926,49,1.0,4.0,Senior Project Engineer,17.0,195000
1927,32,2.0,3.0,Full Stack Engineer,6.0,115000
1928,36,1.0,2.0,Software Engineer Manager,8.0,135000
1929,27,1.0,2.0,Front end Developer,2.0,65000
1930,43,2.0,4.0,Senior Project Engineer,14.0,190000
1931,34,1.0,3.0,Back end Developer,8.0,140000
1932,46,1.0,4.0,Software Engineer Manager,16.0,185000
1933,33,2.0,2.0,Full Stack Engineer,7.0,130000
1934,30,2.0,3.0,Front end Developer,5.0,105000
1935,50,1.0,4.0,Senior Project Engineer,19.0,200000
1936,30,1.0,2.0,Back end Developer,5.0,100000
1937,42,1.0,3.0,Software Engineer Manager,13.0,170000
1938,33,2.0,2.0,Full Stack Engineer,6.0,115000
1939,45,1.0,4.0,Senior Project Engineer,16.0,185000
1940,29,2.0,2.0,Front end Developer,4.0,90000
1941,39,2.0,3.0,Software Engineer Manager,12.0,160000
1942,27,1.0,2.0,Back end Developer,3.0,80000
1943,49,1.0,4.0,Senior Project Engineer,17.0,195000
1944,32,2.0,3.0,Full Stack Engineer,6.0,115000
1945,36,1.0,2.0,Software Engineer Manager,8.0,135000
1946,27,1.0,2.0,Front end Developer,2.0,65000
1947,43,2.0,4.0,Senior Project Engineer,14.0,190000
1948,34,1.0,3.0,Back end Developer,8.0,140000
1949,46,1.0,4.0,Software Engineer Manager,16.0,185000
1950,33,2.0,2.0,Full Stack Engineer,7.0,130000
1951,30,2.0,3.0,Front end Developer,5.0,105000
1952,50,1.0,4.0,Senior Project Engineer,19.0,200000
1953,30,1.0,2.0,Back end Developer,5.0,100000
1954,42,1.0,3.0,Software Engineer Manager,13.0,170000
1955,33,2.0,2.0,Full Stack Engineer,6.0,115000
1956,45,1.0,4.0,Senior Project Engineer,16.0,185000
1957,29,2.0,2.0,Front end Developer,4.0,90000
1958,39,2.0,3.0,Software Engineer Manager,12.0,160000
1959,27,1.0,2.0,Back end Developer,3.0,80000
1960,49,1.0,4.0,Senior Project Engineer,17.0,195000
1961,32,2.0,3.0,Full Stack Engineer,6.0,115000
1962,36,1.0,2.0,Software Engineer Manager,8.0,135000
1963,27,1.0,2.0,Front end Developer,2.0,65000
1964,43,2.0,4.0,Senior Project Engineer,14.0,190000
1965,34,1.0,3.0,Back end Developer,8.0,140000
1966,46,1.0,4.0,Software Engineer Manager,16.0,185000
1967,33,2.0,2.0,Full Stack Engineer,7.0,130000
1968,30,2.0,3.0,Front end Developer,5.0,105000
1969,50,1.0,4.0,Senior Project Engineer,19.0,200000
1970,30,1.0,2.0,Back end Developer,5.0,100000
1971,42,1.0,3.0,Software Engineer Manager,13.0,170000
1972,33,2.0,2.0,Full Stack Engineer,6.0,115000
1973,45,1.0,4.0,Senior Project Engineer,16.0,185000
1974,29,2.0,2.0,Front end Developer,4.0,90000
1975,39,2.0,3.0,Software Engineer Manager,12.0,160000
1976,27,1.0,2.0,Back end Developer,3.0,80000
1977,49,1.0,4.0,Senior Project Engineer,17.0,195000
1978,32,2.0,3.0,Full Stack Engineer,6.0,115000
1979,36,1.0,2.0,Software Engineer Manager,8.0,135000
1980,27,1.0,2.0,Front end Developer,2.0,65000
1981,43,2.0,4.0,Senior Project Engineer,14.0,190000
1982,34,1.0,3.0,Back end Developer,8.0,140000
1983,46,1.0,4.0,Software Engineer Manager,16.0,185000
1984,33,2.0,2.0,Full Stack Engineer,7.0,130000
1985,30,2.0,3.0,Front end Developer,5.0,105000
1986,50,1.0,4.0,Senior Project Engineer,19.0,200000
1987,30,1.0,2.0,Back end Developer,5.0,100000
1988,42,1.0,3.0,Software Engineer Manager,13.0,170000
1989,33,2.0,2.0,Full Stack Engineer,6.0,115000
1990,45,1.0,4.0,Senior Project Engineer,16.0,185000
1991,29,2.0,2.0,Front end Developer,4.0,90000
1992,39,2.0,3.0,Software Engineer Manager,12.0,160000
1993,27,1.0,2.0,Back end Developer,3.0,80000
1994,49,1.0,4.0,Senior Project Engineer,17.0,195000
1995,32,2.0,3.0,Full Stack Engineer,6.0,115000
1996,36,1.0,2.0,Software Engineer Manager,8.0,135000
1997,27,1.0,2.0,Front end Developer,2.0,65000
1998,43,2.0,4.0,Senior Project Engineer,14.0,190000
1999,34,1.0,3.0,Back end Developer,8.0,140000
2000,46,1.0,4.0,Software Engineer Manager,16.0,185000
2001,33,2.0,2.0,Full Stack Engineer,7.0,130000
2002,30,2.0,3.0,Front end Developer,5.0,105000
2003,50,1.0,4.0,Senior Project Engineer,19.0,200000
2004,30,1.0,2.0,Back end Developer,5.0,100000
2005,42,1.0,3.0,Software Engineer Manager,13.0,170000
2006,33,2.0,2.0,Full Stack Engineer,6.0,115000
2007,45,1.0,4.0,Senior Project Engineer,16.0,185000
2008,29,2.0,2.0,Front end Developer,4.0,90000
2010,31,2.0,2.0,Front end Developer,6.0,110000
2011,37,1.0,3.0,Software Engineer Manager,10.0,150000
2012,27,1.0,2.0,Back end Developer,3.0,80000
2013,50,1.0,4.0,Senior Project Engineer,18.0,195000
2014,32,2.0,3.0,Full Stack Engineer,6.0,115000
2015,36,1.0,2.0,Software Engineer Manager,8.0,135000
2016,27,1.0,2.0,Front end Developer,2.0,65000
2017,43,2.0,4.0,Senior Project Engineer,14.0,190000
2018,34,1.0,3.0,Back end Developer,8.0,140000
2019,46,1.0,4.0,Software Engineer Manager,16.0,185000
2020,33,2.0,2.0,Full Stack Engineer,7.0,130000
2021,30,2.0,3.0,Front end Developer,5.0,105000
2022,50,1.0,4.0,Senior Project Engineer,19.0,200000
2023,30,1.0,2.0,Back end Developer,5.0,100000
2024,42,1.0,3.0,Software Engineer Manager,13.0,170000
2025,33,2.0,2.0,Full Stack Engineer,6.0,115000
2026,45,1.0,4.0,Senior Project Engineer,16.0,185000
2027,29,2.0,2.0,Front end Developer,4.0,90000
